2515,        Rivo rhythm RX100    ,Rivo Rhythm RX100 ,14900,"14,900",0,0,
2516,        Rivo rhythm RX100    ,Rivo Rhythm RX100 ,14900,"14,900",0,0,
3128,        Samsung galaxy j7 4g    ,Samsung Galaxy J7 ,28000,"28,000",0,0,
3922,        Samsung Galaxy s6 edge plus golden new condition    ,Samsung Galaxy S6 Edge ,65000,"65,000",0,0,
3925,        Samsung Galaxy s6 edge plus golden new condition    ,Samsung Galaxy S6 Edge ,65000,"65,000",0,0,
760,        Huawei Honor 7i Mobile + Free dilivery at home    ,Huawei Honor 7i ,35900,"35,999",99,0.275766017,
761,        Huawei Honor 7i Mobile + Free dilivery at home    ,Huawei Honor 7i ,35900,"35,999",99,0.275766017,
4002,        Sony Xperia TX mobile + free dilvery at home    ,Sony Xperia TX ,31900,"32,000",100,0.313479624,
4003,        Sony Xperia TX mobile + free dilvery at home    ,Sony Xperia TX ,31900,"32,000",100,0.313479624,
1881,        Nokia 108 mobile    ,Nokia 108 ,3550,"3,600",50,1.408450704,
963,        Lenovo s90 LTE just box open    ,Lenovo S90 ,26500,"26,900",400,1.509433962,
69,        Apple iPhone 6 128gb space Gary fu with face time    ,Apple iphone 6 ,63000,"64,000",1000,1.587301587,
2489,        QMobile Power 1000    ,QMobile Power 1000 ,2899,"2,950",51,1.75922732,
3813,        Samsung Galaxy S6 edge 32gb for sale.    ,Samsung Galaxy S6 ,54000,"54,999",999,1.85,
3815,        Samsung Galaxy S6 edge 32gb for sale.    ,Samsung Galaxy S6 ,54000,"54,999",999,1.85,
3828,        Samsung Galaxy S6 edge 32gb for sale.    ,Samsung Galaxy S6 ,54000,"54,999",999,1.85,
3851,        SAMSUNG GALAXY S6 EDGE 32GB 4G GREEN (G925F best mobial yousd    ,Samsung Galaxy S6 ,54000,"54,999",999,1.85,
302,        Htc Desire 816 Mobile    ,HTC Desire 816 ,22000,"22,500",500,2.272727273,
87,        Apple iPhone 6 Plus    ,Apple iphone 6 Plus ,72000,"74,000",2000,2.777777778,
88,        Apple iPhone 6 Plus    ,Apple iphone 6 Plus ,72000,"74,000",2000,2.777777778,
2444,        Qmobile noir i6i    ,QMobile Noir i6i ,8000,"8,250",250,3.125,
1852,        Microsoft Lumia 640 XL    ,Microsoft Lumia 640 XL ,22000,"22,700",700,3.181818182,
33,        Apple iPhone 6 (128GB) Factory Unlocked    ,Apple iphone 6 ,62000,"64,000",2000,3.225806452,
2382,"        Oppo Neo 3 (pin pack) good condition , 2 weak used only    ",Oppo Neo 3 ,14000,"14,500",500,3.571428571,
1949,        Nokia 130 mobile    ,Nokia 130 ,3050,"3,160",110,3.606557377,
1950,        Nokia 130 mobile    ,Nokia 130 ,3050,"3,160",110,3.606557377,
561,        Htc one x beats audio version    ,HTC One X ,25000,"25,990",990,3.96,
1987,        Nokia 215 10/10 condition full warranty me hai    ,Nokia 215 ,4000,"4,160",160,4,
1988,        Nokia 215 10/10 condition full warranty me hai    ,Nokia 215 ,4000,"4,160",160,4,
1990,        Nokia 215 10/10 condition full warranty me hai    ,Nokia 215 ,4000,"4,160",160,4,
3907,        Samsung galaxy s6 edge plus    ,Samsung Galaxy S6 Edge ,62500,"65,000",2500,4,
3915,        Samsung galaxy s6 edge plus    ,Samsung Galaxy S6 Edge ,62500,"65,000",2500,4,
2420,        Qmobile Linq L15 read add    ,QMobile Linq L15 ,11300,"11,800",500,4.424778761,
235,        Haier Esteem i40    ,Haier Esteem i40 ,11000,"11,500",500,4.545454545,
2456,        Qmobile noir s2 no xchange...    ,QMobile Noir S2 ,11000,"11,500",500,4.545454545,
2457,        Qmobile noir s2 no xchange...    ,QMobile Noir S2 ,11000,"11,500",500,4.545454545,
1850,        Microsoft Lumia 540 Exchange possible with samsung galaxy j5    ,Microsoft Lumia 540 ,16000,"16,750",750,4.6875,
884,        Huawei Y5 (Brand New)    ,Huawei Y5 ,10499,"10,999",500,4.76235832,
885,        Huawei Y5 (Brand New)    ,Huawei Y5 ,10499,"10,999",500,4.76235832,
886,        Huawei Y5 (Brand New)    ,Huawei Y5 ,10499,"10,999",500,4.76235832,
894,        Huawei y6 gold with 14 month warranty    ,Huawei Y6 ,14200,"14,899",699,4.922535211,
895,        Huawei y6 gold with 14 month warranty    ,Huawei Y6 ,14200,"14,899",699,4.922535211,
896,        Huawei y6 gold with 14 month warranty    ,Huawei Y6 ,14200,"14,899",699,4.922535211,
350,        HTC ONE M9 gold 32gb    ,HTC One ,39999,"42,000",2001,5.002625066,
351,        HTC ONE M9 gold 32gb    ,HTC One ,39999,"42,000",2001,5.002625066,
360,        HTC ONE M9 gold 32gb    ,HTC One ,39999,"42,000",2001,5.002625066,
468,"        Htc One Max,32Gb,Quad Core,5.9 inch Hd Screen,2Gb Ram,Condition 10/10    ",HTC One ,39999,"42,000",2001,5.002625066,
2450,        Qmobile noir s1 exilent condition    ,QMobile Noir S1 ,9700,"10,200",500,5.154639175,
3917,        Brand New sealed box Samsung Galaxy S6 Edge    ,Samsung Galaxy S6 Edge ,61800,"65,000",3200,5.177993528,
3416,        Samsung galaxy note 4 in new condition    ,Samsung Galaxy Note 4 ,57000,"59,999",2999,5.261403509,
3419,        Samsung galaxy note 4 in new condition    ,Samsung Galaxy Note 4 ,57000,"59,999",2999,5.261403509,
2993,        Samsung galaxy grand prime lush condection gold color    ,Samsung Galaxy Grand Prime ,18000,"19,000",1000,5.555555556,
2994,        Samsung galaxy grand prime lush condection gold color    ,Samsung Galaxy Grand Prime ,18000,"19,000",1000,5.555555556,
3034,        Samsung Galaxy Grand Prime    ,Samsung Galaxy Grand Prime ,18000,"19,000",1000,5.555555556,
3036,        Samsung Galaxy Grand Prime    ,Samsung Galaxy Grand Prime ,18000,"19,000",1000,5.555555556,
3038,        Samsung Galaxy Grand Prime    ,Samsung Galaxy Grand Prime ,18000,"19,000",1000,5.555555556,
2474,        Qmobile Noir z8 plus    ,QMobile Noir Z8 ,16000,"16,900",900,5.625,
2475,        Qmobile Noir z8 plus    ,QMobile Noir Z8 ,16000,"16,900",900,5.625,
2476,        Qmobile Noir z8 plus    ,QMobile Noir Z8 ,16000,"16,900",900,5.625,
3129,        Samsung galaxy j7    ,Samsung Galaxy J7 ,26500,"28,000",1500,5.660377358,
3136,        Samsung galaxy j7    ,Samsung Galaxy J7 ,26500,"28,000",1500,5.660377358,
3140,        Samsung galaxy J7 4g lte genuine box pack dual sim    ,Samsung Galaxy J7 ,26500,"28,000",1500,5.660377358,
3141,        Samsung Galaxy J7 New    ,Samsung Galaxy J7 ,26500,"28,000",1500,5.660377358,
84,        Apple Iphone 6 plus    ,Apple iphone 6 Plus ,70000,"74,000",4000,5.714285714,
85,        Apple Iphone 6 plus    ,Apple iphone 6 Plus ,70000,"74,000",4000,5.714285714,
2493,        Qmobile r2000 new one week use    ,QMobile R2000 ,2500,"2,650",150,6,
2494,        Qmobile r2000 new one week use    ,QMobile R2000 ,2500,"2,650",150,6,
99,        Apple iPhone 6S    ,Apple iphone 6s ,70500,"74,990",4490,6.368794326,
899,        I want to saling my new huawei y6 bilkul new ha abi kal lia ha    ,Huawei Y6 ,14000,"14,899",899,6.421428571,
66,        APPLE iphone 6 (64gb) FU Gold    ,Apple iphone 6 ,60000,"64,000",4000,6.666666667,
70,        APPLE iphone 6 (64gb) FU Gold    ,Apple iphone 6 ,60000,"64,000",4000,6.666666667,
3096,        Samsung Galaxy J5 white    ,Samsung Galaxy J5 ,21500,"23,000",1500,6.976744186,
3097,        Samsung Galaxy J5 white    ,Samsung Galaxy J5 ,21500,"23,000",1500,6.976744186,
3098,        Samsung Galaxy J5 white    ,Samsung Galaxy J5 ,21500,"23,000",1500,6.976744186,
92,        Apple iPhone 6s    ,Apple iphone 6s ,70000,"74,990",4990,7.128571429,
95,        Apple iPhone 6s    ,Apple iphone 6s ,70000,"74,990",4990,7.128571429,
4088,        Sony xperia z1 Black 16gb    ,Sony Xperia Z1 ,28000,"30,000",2000,7.142857143,
2695,        Samsung galaxy core prime    ,Samsung Galaxy Core Prime ,13500,"14,500",1000,7.407407407,
3890,        Samsung galaxy s6 edge gold 32gb 10/10 with about 8month warranty    ,Samsung Galaxy S6 Edge ,60500,"65,000",4500,7.438016529,
3448,        Samsung Galaxy note 5 n9200 Full Box Full Waranty Read Full ADD    ,Samsung Galaxy Note 5 ,67000,"72,000",5000,7.462686567,
3451,        Samsung Galaxy Note 5 want to sell Complete Box read Full ADD    ,Samsung Galaxy Note 5 ,67000,"72,000",5000,7.462686567,
2583,        Samsung galaxy A7 Made in vatnam    ,Samsung Galaxy A7 ,40000,"42,999",2999,7.4975,
737,        Huawei honor 4c gold with all assasries and ful warrenty    ,Huawei Honor 4C ,17200,"18,500",1300,7.558139535,
738,        Huawei honor 4c gold with all assasries and ful warrenty    ,Huawei Honor 4C ,17200,"18,500",1300,7.558139535,
2468,        QMobile noir z10 New    ,QMobile Noir Z10 ,18500,"19,900",1400,7.567567568,
3044,        Samsung Galaxy J1    ,Samsung Galaxy J1 ,13000,"13,999",999,7.684615385,
3120,        I want to sell my Samsung galaxy j7 complete saman    ,Samsung Galaxy J7 ,26000,"28,000",2000,7.692307692,
3121,        I want to sell my Samsung galaxy j7 complete saman    ,Samsung Galaxy J7 ,26000,"28,000",2000,7.692307692,
3122,        Samsung Galaxy j7    ,Samsung Galaxy J7 ,26000,"28,000",2000,7.692307692,
3123,        Samsung Galaxy j7    ,Samsung Galaxy J7 ,26000,"28,000",2000,7.692307692,
3131,        Samsung Galaxy J7    ,Samsung Galaxy J7 ,26000,"28,000",2000,7.692307692,
3142,        Samsung Galaxy j7    ,Samsung Galaxy J7 ,26000,"28,000",2000,7.692307692,
407,        HTC One A9 4G only 38999    ,HTC One ,38999,"42,000",3001,7.695069104,
417,        HTC One A9 4G only 38999    ,HTC One ,38999,"42,000",3001,7.695069104,
624,        Huawei G8 Fingerpring Sensor New full warrenty Only Xale    ,Huawei G8 ,38000,"40,999",2999,7.892105263,
2392,        Oppo neo 7 white colour    ,Oppo Neo 7 ,18500,"19,999",1499,8.102702703,
2684,        Samsung galaxy core 2    ,Samsung Galaxy Core 2 ,12000,"12,999",999,8.325,
2508,        Qmobile XL50 Complete warranty    ,QMobile XL50 ,3000,"3,250",250,8.333333333,
3899,        Samsung Galaxy S6 Edge Brand New    ,Samsung Galaxy S6 Edge ,60000,"65,000",5000,8.333333333,
3921,        Samsung Galaxy S6 Edge in warrnty    ,Samsung Galaxy S6 Edge ,60000,"65,000",5000,8.333333333,
681,        Huawei honor 4c 9 month waranty    ,Huawei Honor 4C ,17000,"18,500",1500,8.823529412,
682,        Huawei honor 4c 9 month waranty    ,Huawei Honor 4C ,17000,"18,500",1500,8.823529412,
705,        Huawei Honor 4c GOLD Pin packed 13 MP CAMERA OCTA CORE    ,Huawei Honor 4C ,17000,"18,500",1500,8.823529412,
708,        Huawei honor 4c in full warranty    ,Huawei Honor 4C ,17000,"18,500",1500,8.823529412,
709,        Huawei honor 4c in full warranty    ,Huawei Honor 4C ,17000,"18,500",1500,8.823529412,
714,        Huawei honor 4c    ,Huawei Honor 4C ,17000,"18,500",1500,8.823529412,
719,        Huawei honor 4c    ,Huawei Honor 4C ,17000,"18,500",1500,8.823529412,
726,        Huawei honor 4c    ,Huawei Honor 4C ,17000,"18,500",1500,8.823529412,
1890,        Nokia 108 Dual sim    ,Nokia 108 ,3300,"3,600",300,9.090909091,
1891,        Nokia 108 Dual sim    ,Nokia 108 ,3300,"3,600",300,9.090909091,
716,        Huawei honor 4c gold updated to lollipop only 20 days used    ,Huawei Honor 4C ,16950,"18,500",1550,9.144542773,
717,        Huawei honor 4c gold updated to lollipop only 20 days used    ,Huawei Honor 4C ,16950,"18,500",1550,9.144542773,
1865,        Nokia 105 duel sim    ,Nokia 105 ,2500,"2,730",230,9.2,
1828,        Microsoft lumia 430    ,Microsoft Lumia 430 ,5900,"6,450",550,9.322033898,
2454,        QMobile noir s2 (only 3day used)    ,QMobile Noir S2 ,10500,"11,500",1000,9.523809524,
2455,        QMobile noir s2 (only 3day used)    ,QMobile Noir S2 ,10500,"11,500",1000,9.523809524,
936,        Lenovo a7000 black brand new with 11 month warranty 10/10 condition    ,Lenovo A7000 ,17790,"19,500",1710,9.612141653,
2509,        Rivo advance A210 call recorder Cell phone white    ,Rivo Advance A210 ,1800,"1,975",175,9.722222222,
3132,        Samsung Galaxy J7    ,Samsung Galaxy J7 ,25500,"28,000",2500,9.803921569,
3137,        Samsung Galaxy J7    ,Samsung Galaxy J7 ,25500,"28,000",2500,9.803921569,
3138,        Samsung Galaxy J7    ,Samsung Galaxy J7 ,25500,"28,000",2500,9.803921569,
2178,        Nokia Lumia 630    ,Nokia Lumia 630 ,14500,"15,950",1450,10,
2419,        Qmobile L7 1800 mah battery    ,QMobile L7 ,1500,"1,650",150,10,
3823,        Samsung Galaxy s6 edge    ,Samsung Galaxy S6 ,49999,"54,999",5000,10.0002,
3840,        Samsung Galaxy s6 edge    ,Samsung Galaxy S6 ,49999,"54,999",5000,10.0002,
3843,        Samsung Galaxy s6 edge    ,Samsung Galaxy S6 ,49999,"54,999",5000,10.0002,
3099,        Samsung Galaxy J5 New pinpak 1 year warranty    ,Samsung Galaxy J5 ,20900,"23,000",2100,10.04784689,
693,        Huawei Honor 4C New [Box full+Warranty]    ,Huawei Honor 4C ,16799,"18,500",1701,10.12560271,
96,        Apple iphone 6S 16 GB Space gray    ,Apple iphone 6s ,68000,"74,990",6990,10.27941176,
98,        Apple Iphone 6S Gold(16GB)    ,Apple iphone 6s ,68000,"74,990",6990,10.27941176,
2591,        Samsung galaxy A8 golden brand new    ,Samsung Galaxy A8 ,38000,"42,000",4000,10.52631579,
2592,        Samsung galaxy A8 golden brand new    ,Samsung Galaxy A8 ,38000,"42,000",4000,10.52631579,
2593,        Samsung Galaxy A8 golden new full warranty    ,Samsung Galaxy A8 ,38000,"42,000",4000,10.52631579,
2594,        Samsung Galaxy A8 golden new full warranty    ,Samsung Galaxy A8 ,38000,"42,000",4000,10.52631579,
2523,        Samsung galaxy A3 xchange possible    ,Samsung Galaxy A3 ,23500,"25,999",2499,10.63404255,
2532,        Samsung Galaxy A3 full warnty..    ,Samsung Galaxy A3 ,23500,"25,999",2499,10.63404255,
2543,        Samsung Galaxy A3    ,Samsung Galaxy A3 ,23500,"25,999",2499,10.63404255,
3449,        Samsung Galaxy Note 5 Platinum Gold    ,Samsung Galaxy Note 5 ,65000,"72,000",7000,10.76923077,
3450,        Samsung Galaxy Note 5 Platinum Gold    ,Samsung Galaxy Note 5 ,65000,"72,000",7000,10.76923077,
1998,        Nokia 215 jxt sell    ,Nokia 215 ,3750,"4,160",410,10.93333333,
2421,        Qmobile linq x70 in 7.5 months warenty    ,QMobile Linq X70 ,6350,"7,050",700,11.02362205,
231,        Gfive president g9    ,GFive President G9 ,9000,"9,999",999,11.1,
232,        Gfive president g9    ,GFive President G9 ,9000,"9,999",999,11.1,
868,        Huawei P8 Lite Gold    ,Huawei P8 Lite ,21500,"23,899",2399,11.15813953,
874,        Huawei P8 Lite Gold    ,Huawei P8 Lite ,21500,"23,899",2399,11.15813953,
938,        Lenovo A7000 in 11 Months Warranty    ,Lenovo A7000 ,17500,"19,500",2000,11.42857143,
